"text","intent"
"Το οικόπεδο έχει και σκουπίδια εκτός από χόρτα.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Κάθε πότε καθαρίζονται τα δημοτικά οικόπεδα;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Δήλωσα ακαθάριστο οικόπεδο πέρσι και πάλι τα ίδια.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Μπορούμε πολλοί κάτοικοι να δηλώσουμε το ίδιο οικόπεδο;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Το οικόπεδο έπιασε φωτιά πέρσι το καλοκαίρι.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πού βρίσκω το έντυπο για τον καθαρισμό οικοπέδου;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ο ιδιοκτήτης του οικοπέδου δεν το καθαρίζει ποτέ.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Το οικόπεδο εφάπτεται με το σπίτι μου.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ζητώ έλεγχο για ακαθάριστο οικόπεδο.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πόσα οικόπεδα μπορώ να δηλώσω μαζί;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Το οικόπεδο έχει χόρτα δύο μέτρα ύψος.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Χρειάζεται να δώσω τη διεύθυνση του οικοπέδου;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ποιος πληρώνει τον καθαρισμό αν το οικόπεδο είναι ιδιωτικό;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Θέλω αποψίλωση σε δημοτικό χώρο δίπλα στο σπίτι μου.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πού δηλώνω ένα ακαθάριστο χωράφι του Δήμου;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ποια διαδικασία ακολουθώ για να κοπούν τα ξερά χόρτα;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Έχει γεμίσει ξερά χόρτα και φοβάμαι για πυρκαγιά.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πόσο καιρό παίρνει η αποψίλωση;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ποιο τμήμα κάνει την αποψίλωση;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Γίνεται ηλεκτρονικά η αίτηση για αποψίλωση;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ο χώρος δίπλα μου είναι εγκαταλελειμμένος και επικίνδυνος.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ποιος ευθύνεται αν καεί ο ακαθάριστος χώρος;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Το δήλωσα και δεν ήρθε κανείς για την αποψίλωση.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πρέπει να κόψω εγώ τα χόρτα για πυροπροστασία;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πόσο κοστίζει η αποψίλωση από τον Δήμο;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Έχει φίδια και τρωκτικά από τα ψηλά χόρτα.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Μέχρι πότε πρέπει να γίνει η αποψίλωση;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Υπάρχει πρόστιμο αν δεν κοπούν τα χόρτα;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ζητώ αποψίλωση σε δημοτικό χώρο της γειτονιάς.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ποιος ελέγχει αν έγινε η αποψίλωση;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ο χώρος με τα χόρτα ανήκει στον Δήμο ή σε ιδιώτη;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πόσο γρήγορα γίνεται η αποψίλωση μετά τη δήλωση;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Χρειάζεται φωτογραφία στην αίτηση για αποψίλωση;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ο χώρος με τα χόρτα είναι δίπλα σε σχολείο, επείγει.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ποια στοιχεία δίνω για να βρείτε τον χώρο με τα χόρτα;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Έχει και σκουπίδια εκτός από ξερά χόρτα.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Κάθε πότε γίνεται αποψίλωση στους δημοτικούς χώρους;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Το δήλωσα πέρσι για αποψίλωση και πάλι τα ίδια.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Μπορούμε πολλοί κάτοικοι να δηλώσουμε τον ίδιο ακαθάριστο χώρο;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Έπιασε φωτιά πέρσι το καλοκαίρι από τα ξερά χόρτα.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πού βρίσκω το έντυπο για την αποψίλωση;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ο ιδιοκτήτης δεν κόβει ποτέ τα χόρτα.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ο ακαθάριστος χώρος εφάπτεται με το σπίτι μου.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ζητώ έλεγχο για τα ξερά χόρτα.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πόσους χώρους με χόρτα μπορώ να δηλώσω μαζί;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Τα χόρτα έχουν φτάσει δύο μέτρα ύψος.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Χρειάζεται να δώσω τη διεύθυνση για την αποψίλωση;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ποιος πληρώνει την αποψίλωση αν ο χώρος είναι ιδιωτικός;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ρε παιδιά, το οικόπεδο δίπλα μου είναι ζούγκλα.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Θα καεί η γειτονιά από τα ξερά χόρτα.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πότε θα έρθετε να καθαρίσετε το οικόπεδο;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ποιον παίρνω για ακαθάριστο οικόπεδο;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Βγαίνουν φίδια από τα χόρτα, φοβάμαι.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πέρσι κάηκε το οικόπεδο και φέτος τα ίδια.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Το δήλωσα το οικόπεδο και δεν ήρθε κανείς.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πόσο θα περιμένω για τον καθαρισμό του οικοπέδου;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ο ιδιοκτήτης δεν καθαρίζει ποτέ το οικόπεδο, τι κάνουμε;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Γίνεται online η δήλωση για το οικόπεδο;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Το οικόπεδο είναι δίπλα στο σχολείο, θα γίνει κακό.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πρέπει να καθαρίσω εγώ το οικόπεδό μου;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Θα φάω πρόστιμο αν δεν κόψω τα χόρτα;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πείτε μου πού δηλώνω το ακαθάριστο οικόπεδο.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Τα χόρτα έχουν φτάσει μέχρι τον φράχτη μου.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Έχει και σκουπίδια μέσα το οικόπεδο.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ποιος πληρώνει τον καθαρισμό του οικοπέδου;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Μπορούμε να δηλώσουμε το οικόπεδο όλοι οι γείτονες μαζί;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πόσο γρήγορα έρχεται το συνεργείο για την αποψίλωση;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Το οικόπεδο είναι του Δήμου, γιατί δεν το καθαρίζετε;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Έχει γεμίσει κουνούπια και τρωκτικά από τα χόρτα.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Βιάζομαι, μπαίνει το καλοκαίρι και τα χόρτα είναι ψηλά.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πού βρίσκω το έντυπο για τον καθαρισμό του οικοπέδου;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Χρειάζεται φωτογραφία του οικοπέδου;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ήρθαν, έκοψαν τα μισά χόρτα και έφυγαν.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Κάθε καλοκαίρι τα ίδια με αυτό το οικόπεδο.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Θέλω να δώσω τη διεύθυνση του οικοπέδου.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Ποιος ελέγχει αν καθαρίστηκε τελικά το οικόπεδο;","καθαρισμός_οικοπέδου_πυροπροστασία"
"Το οικόπεδο ακουμπάει στην αυλή μου.","καθαρισμός_οικοπέδου_πυροπροστασία"
"Πόσα οικόπεδα μπορώ να δηλώσω;","καθαρισμός_οικοπέδου_πυροπροστασία"
